,0
1.19,0.7922396243747692
1.2,0.7952806507164918
1.21,0.7953851417608281
1.22,0.8228051727899646
1.23,0.8537673564127846
1.24,0.8506748747961179
1.25,0.8084648349726051
1.26,0.76618165992365
1.27,0.7448376049664203
1.28,0.7398495787473034
1.29,0.7420478238772881
1.3,0.760506233421361
1.31,0.7685944028117049
1.32,0.7105994317170778
1.33,0.6630059888556383
1.34,0.6761296374668504
1.35,0.6922145942728735
1.36,0.6826178568509486
1.37,0.6685958795916895
1.3800000000000001,0.6771669288007602
1.3900000000000001,0.6855842565965508
1.4000000000000001,0.6784192169010761
1.41,0.6600171647731806
1.42,0.619019636585204
1.43,0.58562447590998
1.44,0.5897636441968612
1.45,0.5898125173123973
1.46,0.5691275709323793
1.47,0.555443532346128
1.48,0.5583095961302599
1.49,0.5356219338325615
1.5,0.4908474102461694
1.51,0.4849900320159567
1.52,0.507413188903684
1.53,0.4984722755055732
1.54,0.4721482743791473
1.55,0.44604828676195735
1.56,0.4331639239835179
1.57,0.4201015406093555
1.58,0.4068266735474236
1.59,0.40348912301151346
1.6,0.3957130805876337
1.61,0.3673060391246313
1.62,0.3478430446222442
1.6300000000000001,0.33372104406693204
1.6400000000000001,0.3192275661417588
1.6500000000000001,0.31893400120785487
1.6600000000000001,0.3113829824748772
1.67,0.297518090886267
1.68,0.28602130990559255
1.69,0.2501715720139544
1.7,0.2132495145035027
1.71,0.12023706635922501
1.72,0.051552905112511295
1.73,0.03296857987830084
1.74,0.00771594897467529
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.8800000000000001,0.0
1.8900000000000001,0.0
1.9000000000000001,0.0
1.9100000000000001,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.0100000000000002,0.0
2.02,0.0
2.0300000000000002,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.2600000000000002,0.0
2.27,0.0
2.2800000000000002,0.0
2.29,0.0
2.3000000000000003,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.5100000000000002,0.0
2.52,0.0
2.5300000000000002,0.0
2.54,0.0
2.5500000000000003,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.7600000000000002,0.0
2.77,0.0
2.7800000000000002,0.0
2.79,0.0
2.8000000000000003,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
