,0
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.06,0.0
0.07,0.0
0.08,0.0
0.09,0.0
0.1,0.0
0.11,0.0
0.12,0.0
0.13,0.0
0.14,0.0
0.15,0.0
0.16,0.0
0.17,0.0
0.18,0.0
0.19,0.0
0.2,0.0
0.21,0.0
0.22,0.0
0.23,0.0
0.24,0.0
0.25,0.0
0.26,0.0
0.27,0.0
0.28,0.0
0.29,0.0
0.3,0.0
0.31,0.0
0.32,0.0
0.33,0.0
0.34,0.0
0.35000000000000003,0.0
0.36,0.0
0.37,0.0
0.38,0.0
0.39,0.0
0.4,0.0
0.41000000000000003,0.0
0.42,0.0
0.43,0.0
0.44,0.0
0.45,0.0
0.46,0.0
0.47000000000000003,0.07463222587408046
0.48,0.3114491407493412
0.49,0.4896079629075266
0.5,0.5973094973951464
0.51,0.6756709133227361
0.52,0.7339282907075393
0.53,0.798959304171288
0.54,0.8710043006917215
0.55,0.9125988920821269
0.56,0.9235405657239972
0.5700000000000001,0.9410851586195719
0.58,0.9816386991063899
0.59,1.01190909925042
0.6,1.0002500103897163
0.61,1.0008236034061218
0.62,1.0541626626848724
0.63,1.1109437507229283
0.64,1.1109716985471134
0.65,1.0841873760200544
0.66,1.0664645832326967
0.67,1.080703457731495
0.68,1.1136108174474748
0.6900000000000001,1.1256204620966577
0.7000000000000001,1.1129995358196316
0.71,1.1019051588596895
0.72,1.1046618205089824
0.73,1.1278012956986725
0.74,1.1438525484611723
0.75,1.1384057092330664
0.76,1.1243559435898953
0.77,1.0971202230955002
0.78,1.0900751543376799
0.79,1.1084171635681823
0.8,1.1275263446624704
0.81,1.1123217948596713
0.8200000000000001,1.0958425313286102
0.8300000000000001,1.104485968785991
0.84,1.0953178350027437
0.85,1.0854865413776404
0.86,1.1028155127426624
0.87,1.1378862700893104
0.88,1.1342543155679394
0.89,1.0778044413855281
0.9,1.0317916680756338
0.91,1.0317433184858076
0.92,1.0483348323607053
0.93,1.0619193326011964
0.9400000000000001,1.0393771878679623
0.9500000000000001,0.9955000763073745
0.96,0.9985395385427377
0.97,1.0148521374113237
0.98,1.0105877764030535
0.99,1.0047992385871984
1.0,1.0002124082229877
1.01,0.9886254270694602
1.02,0.9854951007086794
1.03,0.9903322873158562
1.04,0.9712251302602796
1.05,0.9568830506620438
1.06,0.9754291691805498
1.07,0.9766410178804015
1.08,0.9448134103641078
1.09,0.9035174520613407
1.1,0.8807312359061251
1.11,0.8852126868147747
1.12,0.8907200422931213
1.1300000000000001,0.9038877075874585
1.1400000000000001,0.9086787730414182
1.1500000000000001,0.8924894029236479
1.16,0.8808370835756248
1.17,0.8460255230470144
1.18,0.7966232165506111
