,0
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.06,0.0
0.07,0.0
0.08,0.0
0.09,0.3234892326904667
0.1,0.56810771236901
0.11,0.7199073156698309
0.12,0.8009389841004244
0.13,0.8478515555358918
0.14,0.8725772780151055
0.15,0.8872739542718087
0.16,0.8981331461885272
0.17,0.9029058610295847
0.18,0.8987460979469821
0.19,0.8928900197234694
0.2,0.8838040668704995
0.21,0.8758786955716074
0.22,0.8683996689799693
0.23,0.8599288995181207
0.24,0.853629740083754
0.25,0.8438785772942791
0.26,0.8345920750347162
0.27,0.8265660368977547
0.28,0.8155036593460868
0.29,0.8019832193030628
0.3,0.7899466502676878
0.31,0.7800239483173852
0.32,0.7670974342934169
0.33,0.7553837104770635
0.34,0.7552325253800162
0.35000000000000003,0.7549922943995204
0.36,0.7455405459360552
0.37,0.7342733413234394
0.38,0.722128581390783
0.39,0.7127560538229164
0.4,0.7129802617259744
0.41000000000000003,0.7074824147616764
0.42,0.6931271453654577
0.43,0.6834573294492129
0.44,0.6761395474527608
0.45,0.6724632028448473
0.46,0.6665415731669365
0.47000000000000003,0.6568365772064546
0.48,0.6463786389816086
0.49,0.6378546867833584
0.5,0.634419821684943
0.51,0.6312827322679868
0.52,0.6269961597682322
0.53,0.6187241290100715
0.54,0.6065797135685387
0.55,0.5998715663088844
0.56,0.597637168596172
0.5700000000000001,0.5928874081664002
0.58,0.58579949890014
0.59,0.5806352636509707
0.6,0.5798727782569105
0.61,0.5773274995535906
0.62,0.5731244090196591
0.63,0.5704002190885044
0.64,0.5613674086024828
0.65,0.552470671298694
0.66,0.5487065297078185
0.67,0.5436679833693485
0.68,0.5326722327325297
0.6900000000000001,0.5251333649988321
0.7000000000000001,0.5295724973379567
0.71,0.532645896646002
0.72,0.522484011998433
0.73,0.5112075652548981
0.74,0.5105937476728788
0.75,0.5140050112812371
0.76,0.5098525240723256
0.77,0.49529507024590946
0.78,0.48504172260156
0.79,0.4869346850098999
0.8,0.4925300652966381
0.81,0.49323209139644447
0.8200000000000001,0.48625899191190164
0.8300000000000001,0.4799417129351913
0.84,0.47635318464857995
0.85,0.4703548877625396
0.86,0.46562386555657337
0.87,0.46721318588616423
0.88,0.4633169001331663
0.89,0.4551880419018147
0.9,0.45138411804727563
0.91,0.4457695482746592
0.92,0.43661850918733996
0.93,0.43039561052916697
0.9400000000000001,0.43634630926179757
0.9500000000000001,0.4434932977044661
0.96,0.44233627136515347
0.97,0.43657331971288127
0.98,0.42794675524158565
0.99,0.420968180796182
1.0,0.4165130653544247
1.01,0.4127824653309193
1.02,0.41281836936683725
1.03,0.41411188624619827
1.04,0.41334545876300827
1.05,0.40925075997048577
