,0
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.06,0.0
0.07,0.0
0.08,0.0
0.09,0.0
0.1,0.0
0.11,0.0
0.12,0.0
0.13,0.0
0.14,0.0
0.15,0.0
0.16,0.0
0.17,0.0
0.18,0.0
0.19,0.0
0.2,0.0
0.21,0.0
0.22,0.0
0.23,0.0
0.24,0.0
0.25,0.017054041557466003
0.26,0.26693856047853987
0.27,0.4487245075303184
0.28,0.5237676402824788
0.29,0.587851084051449
0.3,0.6480299280720629
0.31,0.6841738972572498
0.32,0.708051419743073
0.33,0.7501583319673221
0.34,0.7823522076678884
0.35000000000000003,0.7997447962105847
0.36,0.8137000705046247
0.37,0.8024816395005457
0.38,0.7961714372022874
0.39,0.8153720428690234
0.4,0.8351793326838597
0.41000000000000003,0.8481935171837115
0.42,0.8565448500739092
0.43,0.861235259647508
0.44,0.8690035297218688
0.45,0.8648196911995518
0.46,0.8445607600870283
0.47000000000000003,0.8368588021012833
0.48,0.8454884036398995
0.49,0.8423798199705934
0.5,0.8299726205764283
0.51,0.8351593965465783
0.52,0.8411645079143015
0.53,0.8384809096562649
0.54,0.8323415703220344
0.55,0.8241259632992081
0.56,0.8184879240026852
0.5700000000000001,0.8165793311064327
0.58,0.8139124882834866
0.59,0.8116374779669193
0.6,0.8066045596974805
0.61,0.8036593291319187
0.62,0.8015836039365207
0.63,0.8009711124395091
0.64,0.8047098058280551
0.65,0.7967436086362094
0.66,0.7818105824136359
0.67,0.7659132476005431
0.68,0.7583061379407287
0.6900000000000001,0.7630146741244388
0.7000000000000001,0.7555843059084355
0.71,0.740917849357467
0.72,0.7408113189277611
0.73,0.7452643156590755
0.74,0.7415971807773252
0.75,0.741913692134016
0.76,0.7410457077904734
0.77,0.7323149785455006
0.78,0.7280990927408477
0.79,0.7214934358990447
0.8,0.7100004769166308
0.81,0.6957210126926936
0.8200000000000001,0.689435089706416
0.8300000000000001,0.6972245920349126
0.84,0.6985276108732904
0.85,0.6889556910627174
0.86,0.6753009125079305
0.87,0.6691424640698026
0.88,0.6645079684932681
0.89,0.6717400291816911
0.9,0.6815999459877229
0.91,0.6682618649575975
0.92,0.6488324503866185
0.93,0.637514448538611
0.9400000000000001,0.6369302587122989
0.9500000000000001,0.6353843029030709
0.96,0.6263099390593699
0.97,0.619743837378979
0.98,0.6209752819372448
0.99,0.6245065282435344
1.0,0.6262132178521445
1.01,0.625775064976156
1.02,0.6123697227542801
1.03,0.5889559311974376
1.04,0.5864942796003692
1.05,0.5919921935454869
1.06,0.5852309703556514
1.07,0.5811023414612705
1.08,0.5755706057801727
1.09,0.5807853378944171
1.1,0.5841153159653816
1.11,0.5727873254597537
